L0 = ;d = ;Polymer 
 ;TEMP:;T:20.1 /0.0 B:0.0 /0.0 T0:20.1 /0.0 @:0 B
 ;TEMP:;T:20.1 /0.0 B:0.0 /0.0 T0:20.1 /0.0 @:0 B
204645568;07:12:17;111,0;0,0
61489956;07:12:18;108,6;0,0
160322096;07:12:19;111,0;0,0
50204460;07:12:20;110,6;0,0
45215576;07:12:20;111,4;0,0
260863472;07:12:21;110,0;0,0
61803484;07:12:22;112,4;0,0
116222800;07:12:23;110,4;0,0
69734600;07:12:24;110,8;0,0
41207960;07:12:25;113,6;0,0
191319408;07:12:26;112,8;0,0
73254360;07:12:27;112,0;0,0
79652136;07:12:27;112,6;0,0
131612632;07:12:28;112,2;0,0
38639300;07:12:29;114,6;0,0
100763040;07:12:30;115,6;0,0
82357672;07:12:31;113,2;0,0
79488344;07:12:32;114,6;0,0
157394752;07:12:33;115,6;0,0
38401424;07:12:34;114,4;0,0
87704472;07:12:34;113,6;0,0
84133592;07:12:35;117,4;0,0
72414640;07:12:36;109,4;0,0
199108368;07:12:37;111,0;0,0
39024860;07:12:38;109,8;0,0
75431024;07:12:39;110,0;0,0
107986320;07:12:40;113,6;0,0
68711096;07:12:41;110,8;0,0
285588640;07:12:41;110,8;0,0
43307596;07:12:42;110,8;0,0
59468616;07:12:43;110,8;0,0
136727024;07:12:44;114,2;0,0
66982208;07:12:45;113,4;0,0
228904064;07:12:46;112,0;0,0
46739632;07:12:47;114,4;0,0
51635808;07:12:48;113,6;0,0
199108368;07:12:48;111,8;0,0
64527648;07:12:49;113,8;0,0
165858304;07:12:50;113,2;0,0
49477756;07:12:51;111,6;0,0
47668556;07:12:52;110,2;0,0
225432320;07:12:53;114,2;0,0
62332140;07:12:54;114,4;0,0
145134016;07:12:55;112,8;0,0
54460604;07:12:56;116,2;0,0
44007288;07:12:56;112,2;0,0
287398656;07:12:57;112,4;0,0
64868608;07:12:58;112,6;0,0
98548688;07:12:59;113,6;0,0
91138528;07:13:00;109,8;0,0
44424072;07:13:01;114,8;0,0
119919288;07:13:02;115,2;0,0
78839128;07:13:03;113,6;0,0
76182320;07:13:03;115,2;0,0
175226512;07:13:04;112,8;0,0
39122228;07:13:05;112,4;0,0
75282400;07:13:06;115,6;0,0
105203184;07:13:07;115,8;0,0
68585024;07:13:08;114,6;0,0
271864736;07:13:09;116,6;0,0
46094412;07:13:10;115,0;0,0
51024876;07:13:10;115,8;0,0
219865984;07:13:11;111,2;0,0
62225784;07:13:12;108,6;0,0
116222800;07:13:13;109,8;0,0
72414640;07:13:14;112,6;0,0
41689992;07:13:15;109,6;0,0
135413952;07:13:16;107,0;0,0
78358336;07:13:17;110,4;0,0
74401184;07:13:17;110,2;0,0
241254944;07:13:18;109,6;0,0
41421072;07:13:19;111,0;0,0
65793332;07:13:20;107,8;0,0
161522304;07:13:21;111,8;0,0
64640920;07:13:22;111,2;0,0
151832912;07:13:23;109,2;0,0
60363836;07:13:24;108,2;0,0
44364120;07:13:24;110,6;0,0
247922368;07:13:25;109,4;0,0
73823800;07:13:26;110,8;0,0
79000496;07:13:27;109,8;0,0
166495808;07:13:28;111,8;0,0
39171048;07:13:29;109,2;0,0
68209208;07:13:30;110,2;0,0
110311976;07:13:31;175,2;0,04
61594192;07:13:31;262,8;0,1
157972208;07:13:32;337,0;0,17
51024876;07:13:33;481,8;0,25
43713508;07:13:34;676,4;0,32
172449072;07:13:35;883,4;0,39
63523252;07:13:36;1080,8;0,47
83952904;07:13:37;1286,4;0,53
123109456;07:13:38;1475,0;0,6
35974652;07:13:38;1668,6;0,68
81324032;07:13:39;1860,8;0,75
98790376;07:13:40;2065,4;0,81
66861604;07:13:41;2270,6;0,9
216652192;07:13:42;2475,0;0,96
48979524;07:13:43;2697,6;1,03
49191996;07:13:44;2930,2;1,11
194708160;07:13:45;3145,2;1,18
57932628;07:13:45;3350,0;1,24
103595776;07:13:46;3556,8;1,31
72276328;07:13:47;3760,6;1,39
39367348;07:13:48;3964,6;1,46
133699664;07:13:49;4161,4;1,52
75580240;07:13:50;4340,8;1,61
73396032;07:13:51;4516,2;1,68
173135712;07:13:52;4693,0;1,74
36888564;07:13:52;4871,2;1,82
61803484;07:13:53;5047,2;1,89
111812960;07:13:54;5216,2;1,96
66146124;07:13:55;5388,4;2,04
178090096;07:13:56;5545,0;2,11
47200284;07:13:57;5695,8;2,17
45463820;07:13:58;5844,8;2,26
180296480;07:13:59;5996,6;2,32
63966268;07:13:59;6150,4;2,39
100763040;07:14:00;6292,6;2,47
96421600;07:14:01;6433,6;2,54
39219988;07:14:02;6569,4;2,6
89089728;07:14:03;6713,0;2,67
96653776;07:14:04;5175,0;2,75
69994720;07:14:05;-175,6;2,82
233695552;07:14:06;-174,4;2,88
47134036;07:14:06;-174,0;2,97
47668556;07:14:07;-175,4;3,03
275174624;07:14:08;-174,6;3,1
66383112;07:14:09;-176,2;3,18
97356592;07:14:10;-175,8;3,25
102549024;07:14:11;-175,2;3,32
39219988;07:14:12;-176,4;3,4
90103608;07:14:13;-174,4;3,47
87704472;07:14:14;-175,6;3,51
